id,name,geography,census_id
1093,Pulaski County,county,21199
1094,Robertson County,county,21201
1095,Rockcastle County,county,21203
1096,Rowan County,county,21205
1097,Russell County,county,21207
1098,Scott County,county,21209
1099,Shelby County,county,21211
1100,Simpson County,county,21213
1101,Spencer County,county,21215
1102,Taylor County,county,21217
1103,Todd County,county,21219
1104,Trigg County,county,21221
1105,Trimble County,county,21223
1106,Union County,county,21225
1107,Warren County,county,21227
1108,Washington County,county,21229
1109,Wayne County,county,21231
1110,Webster County,county,21233
1111,Whitley County,county,21235
1112,Wolfe County,county,21237
1113,Woodford County,county,21239
1114,Acadia Parish,county,22001
1115,Allen Parish,county,22003
1116,Ascension Parish,county,22005
1117,Assumption Parish,county,22007
1118,Avoyelles Parish,county,22009
1119,Beauregard Parish,county,22011
1120,Bienville Parish,county,22013
1121,Bossier Parish,county,22015
1122,Caddo Parish,county,22017
1123,Calcasieu Parish,county,22019
1124,Caldwell Parish,county,22021
1125,Cameron Parish,county,22023
1126,Catahoula Parish,county,22025
1127,Claiborne Parish,county,22027
1128,Concordia Parish,county,22029
1129,De Soto Parish,county,22031
1130,East Baton Rouge Parish,county,22033
1131,East Carroll Parish,county,22035
1132,East Feliciana Parish,county,22037
1133,Evangeline Parish,county,22039
1134,Franklin Parish,county,22041
1135,Grant Parish,county,22043
1136,Iberia Parish,county,22045
1137,Iberville Parish,county,22047
1138,Jackson Parish,county,22049
1139,Jefferson Parish,county,22051
1140,Jefferson Davis Parish,county,22053
1141,Lafayette Parish,county,22055
1142,Lafourche Parish,county,22057
1143,La Salle Parish,county,22059
1144,Lincoln Parish,county,22061
1145,Livingston Parish,county,22063
1146,Madison Parish,county,22065
1147,Morehouse Parish,county,22067
1148,Natchitoches Parish,county,22069
1149,Orleans Parish,county,22071
1150,Ouachita Parish,county,22073
1151,Plaquemines Parish,county,22075
1152,Pointe Coupee Parish,county,22077
1153,Rapides Parish,county,22079
1154,Red River Parish,county,22081
1155,Richland Parish,county,22083
1156,Sabine Parish,county,22085
1157,St. Bernard Parish,county,22087
1158,St. Charles Parish,county,22089
1159,St. Helena Parish,county,22091
1160,St. James Parish,county,22093
1161,St. John the Baptist Parish,county,22095
1162,St. Landry Parish,county,22097
1163,St. Martin Parish,county,22099
1164,St. Mary Parish,county,22101
1165,St. Tammany Parish,county,22103
1166,Tangipahoa Parish,county,22105
1167,Tensas Parish,county,22107
1168,Terrebonne Parish,county,22109
1169,Union Parish,county,22111
1170,Vermilion Parish,county,22113
1171,Vernon Parish,county,22115
1172,Washington Parish,county,22117
1173,Webster Parish,county,22119
1174,West Baton Rouge Parish,county,22121
1175,West Carroll Parish,county,22123
1176,West Feliciana Parish,county,22125
1177,Winn Parish,county,22127
1178,Cumberland County,county,23
1179,Androscoggin County,county,23001
1180,Aroostook County,county,23003
1181,Cumberland County,county,23005
1182,Franklin County,county,23007
1183,Hancock County,county,23009
1184,Kennebec County,county,23011
1185,Knox County,county,23013
1186,Lincoln County,county,23015
1187,Oxford County,county,23017
1188,Penobscot County,county,23019
1189,Piscataquis County,county,23021
1190,Sagadahoc County,county,23023
1191,Somerset County,county,23025
1192,Waldo County,county,23027
1193,Washington County,county,23029
1194,York County,county,23031
1195,Allegany County,county,24001
1196,Anne Arundel County,county,24003
1197,Baltimore County,county,24005
1198,Calvert County,county,24009
1199,Caroline County,county,24011
1200,Carroll County,county,24013
1201,Cecil County,county,24015
1202,Charles County,county,24017
1203,Dorchester County,county,24019
1204,Frederick County,county,24021
1205,Garrett County,county,24023
1206,Harford County,county,24025
1207,Howard County (ex. Columbia City),county,24027
1208,Columbia city,county,24028
1209,Kent County,county,24029
1210,Montgomery County,county,24031
1211,Prince George's County,county,24033
1212,Queen Anne's County,county,24035
1213,St. Mary's County,county,24037
1214,Somerset County,county,24039
1215,Talbot County,county,24041
1216,Washington County,county,24043
1217,Wicomico County,county,24045
1218,Worcester County,county,24047
1219,Baltimore city,county,24510
1220,Barnstable County,county,25001
1221,Berkshire County,county,25003
1222,Bristol County,county,25005
1223,Dukes County,county,25007
1224,Essex County,county,25009
1225,Franklin County,county,25011
1226,Hampden County,county,25013
1227,Hampshire County,county,25015
1228,Middlesex County,county,25017
1229,Nantucket County,county,25019
1230,Norfolk County,county,25021
1231,Plymouth County,county,25023
1232,Suffolk County,county,25025
1233,Worcester County,county,25027
1234,Alcona County,county,26001
1235,Alger County,county,26003
1236,Allegan County,county,26005
1237,Alpena County,county,26007
1238,Antrim County,county,26009
1239,Arenac County,county,26011
1240,Baraga County,county,26013
1241,Barry County,county,26015
1242,Bay County,county,26017
1243,Benzie County,county,26019
1244,Berrien County,county,26021
1245,Branch County,county,26023
1246,Calhoun County,county,26025
1247,Cass County,county,26027
1248,Charlevoix County,county,26029
1249,Cheboygan County,county,26031
1250,Chippewa County,county,26033
1251,Clare County,county,26035
1252,Clinton County,county,26037
1253,Crawford County,county,26039
1254,Delta County,county,26041
1255,Dickinson County,county,26043
1256,Eaton County,county,26045
1257,Emmet County,county,26047
1258,Genesee County,county,26049
1259,Gladwin County,county,26051
1260,Gogebic County,county,26053
1261,Grand Traverse County,county,26055
1262,Gratiot County,county,26057
1263,Hillsdale County,county,26059
1264,Houghton County,county,26061
1265,Huron County,county,26063
1266,Ingham County,county,26065
1267,Ionia County,county,26067
1268,Iosco County,county,26069
1269,Iron County,county,26071
1270,Isabella County,county,26073
1271,Jackson County,county,26075
1272,Kalamazoo County,county,26077
1273,Kalkaska County,county,26079
1274,Kent County,county,26081
1275,Keweenaw County,county,26083
1276,Lake County,county,26085
1277,Lapeer County,county,26087
1278,Leelanau County,county,26089
1279,Lenawee County,county,26091
1280,Livingston County,county,26093
1281,Luce County,county,26095
1282,Mackinac County,county,26097
1283,Macomb County,county,26099
1284,Manistee County,county,26101
1285,Marquette County,county,26103
1286,Mason County,county,26105
1287,Mecosta County,county,26107
1288,Menominee County,county,26109
1289,Midland County,county,26111
1290,Missaukee County,county,26113
1291,Monroe County,county,26115
1292,Montcalm County,county,26117
1293,Montmorency County,county,26119
1294,Muskegon County,county,26121
1295,Newaygo County,county,26123
1296,Oakland County,county,26125
1297,Oceana County,county,26127
1298,Ogemaw County,county,26129
1299,Ontonagon County,county,26131
1300,Osceola County,county,26133
1301,Oscoda County,county,26135
1302,Otsego County,county,26137
1303,Ottawa County,county,26139
1304,Presque Isle County,county,26141
1305,Roscommon County,county,26143
1306,Saginaw County,county,26145
1307,St. Clair County,county,26147
1308,St. Joseph County,county,26149
1309,Sanilac County,county,26151
1310,Schoolcraft County,county,26153
1311,Shiawassee County,county,26155
1312,Tuscola County,county,26157
1313,Van Buren County,county,26159
1314,Washtenaw County,county,26161
1315,Wayne County,county,26163
1316,Wexford County,county,26165
1317,Aitkin County,county,27001
1318,Anoka County,county,27003
1319,Becker County,county,27005
1320,Beltrami County,county,27007
1321,Benton County,county,27009
1322,Big Stone County,county,27011
1323,Blue Earth County,county,27013
1324,Brown County,county,27015
1325,Carlton County,county,27017
1326,Carver County,county,27019
1327,Cass County,county,27021
1328,Chippewa County,county,27023
1329,Chisago County,county,27025
1330,Clay County,county,27027
1331,Clearwater County,county,27029
1332,Cook County,county,27031
1333,Cottonwood County,county,27033
1334,Crow Wing County,county,27035
1335,Dakota County,county,27037
1336,Dodge County,county,27039
1337,Douglas County,county,27041
1338,Faribault County,county,27043
1339,Fillmore County,county,27045
1340,Freeborn County,county,27047
1341,Goodhue County,county,27049
1342,Grant County,county,27051
1343,Hennepin County,county,27053
1344,Houston County,county,27055
1345,Hubbard County,county,27057
1346,Isanti County,county,27059
1347,Itasca County,county,27061
1348,Jackson County,county,27063
1349,Kanabec County,county,27065
1350,Kandiyohi County,county,27067
1351,Kittson County,county,27069
1352,Koochiching County,county,27071
1353,Lac qui Parle County,county,27073
1354,Lake County,county,27075
1355,Lake of the Woods County,county,27077
1356,Le Sueur County,county,27079
1357,Lincoln County,county,27081
1358,Lyon County,county,27083
1359,McLeod County,county,27085
1360,Mahnomen County,county,27087
1361,Marshall County,county,27089
1362,Martin County,county,27091
1363,Meeker County,county,27093
1364,Mille Lacs County,county,27095
1365,Morrison County,county,27097
1366,Mower County,county,27099
1367,Murray County,county,27101
1368,Nicollet County,county,27103
1369,Nobles County,county,27105
1370,Norman County,county,27107
1371,Olmsted County,county,27109
1372,Otter Tail County,county,27111
1373,Pennington County,county,27113
1374,Pine County,county,27115
1375,Pipestone County,county,27117
1376,Polk County,county,27119
1377,Pope County,county,27121
1378,Ramsey County,county,27123
1379,Red Lake County,county,27125
1380,Redwood County,county,27127
1381,Renville County,county,27129
1382,Rice County,county,27131
1383,Rock County,county,27133
1384,Roseau County,county,27135
1385,St. Louis County,county,27137
1386,Scott County,county,27139
1387,Sherburne County,county,27141
1388,Sibley County,county,27143
1389,Stearns County,county,27145
1390,Steele County,county,27147
1391,Stevens County,county,27149
1392,Swift County,county,27151
1393,Todd County,county,27153
1394,Traverse County,county,27155
1395,Wabasha County,county,27157
1396,Wadena County,county,27159
1397,Waseca County,county,27161
1398,Washington County,county,27163
1399,Watonwan County,county,27165
1400,Wilkin County,county,27167
1401,Winona County,county,27169
1402,Wright County,county,27171
1403,Yellow Medicine County,county,27173
1404,Adams County,county,28001
1405,Alcorn County,county,28003
1406,Amite County,county,28005
1407,Attala County,county,28007
1408,Benton County,county,28009
1409,Bolivar County,county,28011
1410,Calhoun County,county,28013
1411,Carroll County,county,28015
1412,Chickasaw County,county,28017
1413,Choctaw County,county,28019
1414,Claiborne County,county,28021
1415,Clarke County,county,28023
1416,Clay County,county,28025
1417,Coahoma County,county,28027
1418,Copiah County,county,28029
1419,Covington County,county,28031
1420,DeSoto County,county,28033
1421,Forrest County,county,28035
1422,Franklin County,county,28037
1423,George County,county,28039
1424,Greene County,county,28041
1425,Grenada County,county,28043
1426,Hancock County,county,28045
1427,Harrison County,county,28047
1428,Hinds County,county,28049
1429,Holmes County,county,28051
1430,Humphreys County,county,28053
1431,Issaquena County,county,28055
1432,Itawamba County,county,28057
1433,Jackson County,county,28059
1434,Jasper County,county,28061
1435,Jefferson County,county,28063
1436,Jefferson Davis County,county,28065
1437,Jones County,county,28067
1438,Kemper County,county,28069
1439,Lafayette County,county,28071
1440,Lamar County,county,28073
1441,Lauderdale County,county,28075
1442,Lawrence County,county,28077
1443,Leake County,county,28079
1444,Lee County,county,28081
1445,Leflore County,county,28083
1446,Lincoln County,county,28085
1447,Lowndes County,county,28087
1448,Madison County,county,28089
1449,Marion County,county,28091
1450,Marshall County,county,28093
1451,Monroe County,county,28095
1452,Montgomery County,county,28097
1453,Neshoba County,county,28099
1454,Newton County,county,28101
1455,Noxubee County,county,28103
1456,Oktibbeha County,county,28105
1457,Panola County,county,28107
1458,Pearl River County,county,28109
1459,Perry County,county,28111
1460,Pike County,county,28113
1461,Pontotoc County,county,28115
1462,Prentiss County,county,28117
1463,Quitman County,county,28119
1464,Rankin County,county,28121
1465,Scott County,county,28123
1466,Sharkey County,county,28125
1467,Simpson County,county,28127
1468,Smith County,county,28129
1469,Stone County,county,28131
1470,Sunflower County,county,28133
1471,Tallahatchie County,county,28135
1472,Tate County,county,28137
1473,Tippah County,county,28139
1474,Tishomingo County,county,28141
1475,Tunica County,county,28143
1476,Union County,county,28145
1477,Walthall County,county,28147
1478,Warren County,county,28149
1479,Washington County,county,28151
1480,Wayne County,county,28153
1481,Webster County,county,28155
1482,Wilkinson County,county,28157
1483,Winston County,county,28159
1484,Yalobusha County,county,28161
1485,Yazoo County,county,28163
1486,Adair County,county,29001
1487,Andrew County,county,29003
1488,Atchison County,county,29005
1489,Audrain County,county,29007
1490,Barry County,county,29009
1491,Barton County,county,29011
1492,Bates County,county,29013
1493,Benton County,county,29015
1494,Bollinger County,county,29017
1495,Boone County,county,29019
1496,Buchanan County,county,29021
1497,Butler County,county,29023
1498,Caldwell County,county,29025
1499,Callaway County,county,29027
1500,Camden County,county,29029
1501,Cape Girardeau County,county,29031
1502,Carroll County,county,29033
1503,Carter County,county,29035
1504,Cass County,county,29037
1505,Cedar County,county,29039
1506,Chariton County,county,29041
1507,Christian County,county,29043
1508,Clark County,county,29045
1509,Clay County,county,29047
1510,Clinton County,county,29049
1511,Cole County,county,29051
1512,Cooper County,county,29053
1513,Crawford County,county,29055
1514,Sullivan part,county,29056
1515,Dade County,county,29057
1516,Dallas County,county,29059
1517,Daviess County,county,29061
1518,DeKalb County,county,29063
1519,Dent County,county,29065
1520,Douglas County,county,29067
1521,Dunklin County,county,29069
1522,Franklin County,county,29071
1523,Gasconade County,county,29073
1524,Gentry County,county,29075
1525,Greene County,county,29077
1526,Grundy County,county,29079
1527,Harrison County,county,29081
1528,Henry County,county,29083
1529,Hickory County,county,29085
1530,Holt County,county,29087
1531,Howard County,county,29089
1532,Howell County,county,29091
1533,Iron County,county,29093
1534,Jackson County,county,29095
1535,Jasper County,county,29097
1536,Jefferson County,county,29099
1537,Johnson County,county,29101
1538,Knox County,county,29103
1539,Laclede County,county,29105
1540,Lafayette County,county,29107
1541,Lawrence County,county,29109
1542,Lewis County,county,29111
1543,Lincoln County,county,29113
1544,Linn County,county,29115
1545,Livingston County,county,29117
1546,McDonald County,county,29119
1547,Macon County,county,29121
1548,Madison County,county,29123
1549,Maries County,county,29125
1550,Marion County,county,29127
1551,Mercer County,county,29129
1552,Miller County,county,29131
1553,Mississippi County,county,29133
1554,Moniteau County,county,29135
1555,Monroe County,county,29137
1556,Montgomery County,county,29139
1557,Morgan County,county,29141
1558,New Madrid County,county,29143
1559,Newton County,county,29145
1560,Nodaway County,county,29147
1561,Oregon County,county,29149
1562,Osage County,county,29151
1563,Ozark County,county,29153
1564,Pemiscot County,county,29155
1565,Perry County,county,29157
1566,Pettis County,county,29159
1567,Phelps County,county,29161
1568,Pike County,county,29163
1569,Platte County,county,29165
1570,Polk County,county,29167
1571,Pulaski County,county,29169
1572,Putnam County,county,29171
1573,Ralls County,county,29173
1574,Randolph County,county,29175
1575,Ray County,county,29177
1576,Reynolds County,county,29179
1577,Ripley County,county,29181
1578,St. Charles County,county,29183
1579,St. Clair County,county,29185
1580,Ste. Genevieve County,county,29186
1581,St. Francois County,county,29187
1582,St. Louis County,county,29189
1583,Saline County,county,29195
1584,Schuyler County,county,29197
1585,Scotland County,county,29199
1586,Scott County,county,29201
1587,Shannon County,county,29203
1588,Shelby County,county,29205
1589,Stoddard County,county,29207
1590,Stone County,county,29209
1591,Sullivan County,county,29211
1592,Taney County,county,29213
1593,Texas County,county,29215
1594,Vernon County,county,29217
1595,Warren County,county,29219
1596,Washington County,county,29221
1597,Wayne County,county,29223
1598,Webster County,county,29225
1599,Worth County,county,29227
1600,Wright County,county,29229
1601,St. Louis city,county,29510
1602,Beaverhead County,county,30001
1603,Big Horn County,county,30003
1604,Blaine County,county,30005
1605,Broadwater County,county,30007
1606,Carbon County,county,30009
1607,Carter County,county,30011
1608,Cascade County,county,30013
1609,Chouteau County,county,30015
1610,Custer County,county,30017
1611,Daniels County,county,30019
1612,Dawson County,county,30021
1613,Deer Lodge County,county,30023
1614,Fallon County,county,30025
1615,Fergus County,county,30027
1616,Flathead County,county,30029
1617,Gallatin County,county,30031
1618,Garfield County,county,30033
1619,Glacier County,county,30035
1620,Golden Valley County,county,30037
1621,Granite County,county,30039
1622,Hill County,county,30041
1623,Jefferson County,county,30043
1624,Judith Basin County,county,30045
1625,Lake County,county,30047
1626,Lewis and Clark County,county,30049
1627,Liberty County,county,30051
1628,Lincoln County,county,30053
1629,McCone County,county,30055
1630,Madison County,county,30057
1631,Meagher County,county,30059
1632,Mineral County,county,30061
1633,Missoula County,county,30063
1634,Musselshell County,county,30065
1635,Park County,county,30067
1636,Petroleum County,county,30069
1637,Phillips County,county,30071
1638,Pondera County,county,30073
1639,Powder River County,county,30075
1640,Powell County,county,30077
1641,Prairie County,county,30079
1642,Ravalli County,county,30081
1643,Richland County,county,30083
1644,Roosevelt County,county,30085
1645,Rosebud County,county,30087
1646,Sanders County,county,30089
1647,Sheridan County,county,30091
1648,Silver Bow County,county,30093
1649,Stillwater County,county,30095
1650,Sweet Grass County,county,30097
1651,Teton County,county,30099
1652,Toole County,county,30101
1653,Treasure County,county,30103
1654,Valley County,county,30105
1655,Wheatland County,county,30107
1656,Wibaux County,county,30109
1657,Yellowstone County,county,30111
1658,Adams County,county,31001
1659,Antelope County,county,31003
1660,Arthur County,county,31005
1661,Banner County,county,31007
1662,Blaine County,county,31009
1663,Boone County,county,31011
1664,Box Butte County,county,31013
1665,Boyd County,county,31015
1666,Brown County,county,31017
1667,Buffalo County,county,31019
1668,Burt County,county,31021
1669,Butler County,county,31023
1670,Cass County,county,31025
1671,Cedar County,county,31027
1672,Chase County,county,31029
1673,Cherry County,county,31031
1674,Cheyenne County,county,31033
1675,Clay County,county,31035
1676,Colfax County,county,31037
1677,Cuming County,county,31039
1678,Custer County,county,31041
1679,Dakota County,county,31043
1680,Dawes County,county,31045
1681,Dawson County,county,31047
1682,Deuel County,county,31049
1683,Dixon County,county,31051
1684,Dodge County,county,31053
1685,Douglas County,county,31055
1686,Dundy County,county,31057
1687,Fillmore County,county,31059
1688,Franklin County,county,31061
1689,Frontier County,county,31063
1690,Furnas County,county,31065
1691,Gage County,county,31067
1692,Garden County,county,31069
1693,Garfield County,county,31071
1694,Gosper County,county,31073
1695,Grant County,county,31075
1696,Greeley County,county,31077
1697,Hall County,county,31079
1698,Hamilton County,county,31081
1699,Harlan County,county,31083
1700,Hayes County,county,31085
1701,Hitchcock County,county,31087
1702,Holt County,county,31089
1703,Hooker County,county,31091
1704,Howard County,county,31093
1705,Jefferson County,county,31095
1706,Johnson County,county,31097
1707,Kearney County,county,31099
1708,Keith County,county,31101
1709,Keya Paha County,county,31103
1710,Kimball County,county,31105
1711,Knox County,county,31107
1712,Lancaster County,county,31109
1713,Lincoln County,county,31111
1714,Logan County,county,31113
1715,Loup County,county,31115
1716,McPherson County,county,31117
1717,Madison County,county,31119
1718,Merrick County,county,31121
1719,Morrill County,county,31123
1720,Nance County,county,31125
1721,Nemaha County,county,31127
1722,Nuckolls County,county,31129
1723,Otoe County,county,31131
1724,Pawnee County,county,31133
1725,Perkins County,county,31135
1726,Phelps County,county,31137
1727,Pierce County,county,31139
1728,Platte County,county,31141
1729,Polk County,county,31143
1730,Red Willow County,county,31145
1731,Richardson County,county,31147
1732,Rock County,county,31149
1733,Saline County,county,31151
1734,Sarpy County,county,31153
1735,Saunders County,county,31155
1736,Scotts Bluff County,county,31157
1737,Seward County,county,31159
1738,Sheridan County,county,31161
1739,Sherman County,county,31163
1740,Sioux County,county,31165
1741,Stanton County,county,31167
1742,Thayer County,county,31169
1743,Thomas County,county,31171
1744,Thurston County,county,31173
1745,Valley County,county,31175
1746,Washington County,county,31177
1747,Wayne County,county,31179
1748,Webster County,county,31181
1749,Wheeler County,county,31183
1750,York County,county,31185
1751,Churchill County,county,32001
1752,Clark County,county,32003
1753,Douglas County,county,32005
1754,Elko County,county,32007
1755,Esmeralda County,county,32009
1756,Eureka County,county,32011
1757,Humboldt County,county,32013
1758,Lander County,county,32015
1759,Lincoln County,county,32017
1760,Lyon County,county,32019
1761,Mineral County,county,32021
1762,Nye County,county,32023
1763,Pershing County,county,32027
1764,Storey County,county,32029
1765,Washoe County,county,32031
1766,White Pine County,county,32033
1767,Carson City,county,32510
1768,Belknap County,county,33001
1769,Carroll County,county,33003
1770,Cheshire County,county,33005
1771,Coos County,county,33007
1772,Grafton County,county,33009
1773,Hillsborough County,county,33011
1774,Merrimack County,county,33013
1775,Rockingham County,county,33015
1776,Strafford County,county,33017
1777,Sullivan County,county,33019
1778,Atlantic County,county,34001
1779,Bergen County,county,34003
1780,Burlington County,county,34005
1781,Camden County,county,34007
1782,Cape May County,county,34009
1783,Cumberland County,county,34011
1784,Essex County,county,34013
1785,Gloucester County,county,34015
1786,Hudson County,county,34017
1787,Hunterdon County,county,34019
1788,Mercer County,county,34021
1789,Middlesex County,county,34023
1790,Monmouth County,county,34025
1791,Morris County,county,34027
1792,Ocean County,county,34029
1793,Passaic County,county,34031
1794,Salem County,county,34033
1795,Somerset County,county,34035
1796,Sussex County,county,34037
1797,Union County,county,34039
1798,Warren County,county,34041
1799,Bernalillo County,county,35001
1800,Catron County,county,35003
1801,Chaves County,county,35005
1802,Cibola County,county,35006
1803,Colfax County,county,35007
1804,Curry County,county,35009
1805,De Baca County,county,35011
1806,Dona Ana County,county,35013
1807,Eddy County,county,35015
1808,Grant County,county,35017
1809,Guadalupe County,county,35019
1810,Harding County,county,35021
1811,Hidalgo County,county,35023
1812,Lea County,county,35025
1813,Lincoln County,county,35027
1814,Los Alamos County,county,35028
1815,Luna County,county,35029
1816,McKinley County,county,35031
1817,Mora County,county,35033
1818,Otero County,county,35035
1819,Quay County,county,35037
1820,Rio Arriba County,county,35039
1821,Roosevelt County,county,35041
1822,Sandoval County,county,35043
1823,San Juan County,county,35045
1824,San Miguel County,county,35047
1825,Santa Fe County,county,35049
1826,Sierra County,county,35051
1827,Socorro County,county,35053
1828,Taos County,county,35055
1829,Torrance County,county,35057
1830,Union County,county,35059
1831,Valencia County,county,35061
1832,Albany County,county,36001
1833,Allegany County,county,36003
1834,Bronx County,county,36005
1835,Broome County,county,36007
1836,Cattaraugus County,county,36009
1837,Cayuga County,county,36011
1838,Chautauqua County,county,36013
1839,Chemung County,county,36015
1840,Chenango County,county,36017
1841,Clinton County,county,36019
1842,Columbia County,county,36021
1843,Cortland County,county,36023
1844,Delaware County,county,36025
1845,Dutchess County,county,36027
1846,Erie County,county,36029
1847,Essex County,county,36031
1848,Franklin County,county,36033
1849,Fulton County,county,36035
1850,Genesee County,county,36037
1851,Greene County,county,36039
1852,Hamilton County,county,36041
1853,Herkimer County,county,36043
1854,Jefferson County,county,36045
1855,Kings County,county,36047
1856,Lewis County,county,36049
1857,Livingston County,county,36051
1858,Madison County,county,36053
1859,Monroe County,county,36055
1860,Montgomery County,county,36057
1861,Nassau County,county,36059
1862,New York County,county,36061
1863,Niagara County,county,36063
1864,Oneida County,county,36065
1865,Onondaga County,county,36067
1866,Ontario County,county,36069
1867,Orange County,county,36071
1868,Orleans County,county,36073
1869,Oswego County,county,36075
1870,Otsego County,county,36077
1871,Putnam County,county,36079
1872,Queens County,county,36081
1873,Rensselaer County,county,36083
1874,Richmond County,county,36085
1875,Rockland County,county,36087
1876,St. Lawrence County,county,36089
1877,Saratoga County,county,36091
1878,Schenectady County,county,36093
1879,Schoharie County,county,36095
1880,Schuyler County,county,36097
1881,Seneca County,county,36099
1882,Steuben County,county,36101
1883,Suffolk County,county,36103
1884,Sullivan County,county,36105
1885,Tioga County,county,36107
1886,Tompkins County,county,36109
1887,Ulster County,county,36111
1888,Warren County,county,36113
1889,Washington County,county,36115
1890,Wayne County,county,36117
1891,Westchester County,county,36119
1892,Wyoming County,county,36121
1893,Yates County,county,36123
1894,Alamance County,county,37001
1895,Alexander County,county,37003
1896,Alleghany County,county,37005
1897,Anson County,county,37007
1898,Ashe County,county,37009
1899,Avery County,county,37011
1900,Beaufort County,county,37013
1901,Bertie County,county,37015
1902,Bladen County,county,37017
1903,Brunswick County,county,37019
1904,Buncombe County,county,37021
1905,Burke County,county,37023
1906,Cabarrus County,county,37025
1907,Caldwell County,county,37027
1908,Camden County,county,37029
1909,Carteret County,county,37031
1910,Caswell County,county,37033
1911,Catawba County,county,37035
1912,Chatham County,county,37037
1913,Cherokee County,county,37039
1914,Chowan County,county,37041
1915,Clay County,county,37043
1916,Cleveland County,county,37045
1917,Columbus County,county,37047
1918,Craven County,county,37049
1919,Cumberland County,county,37051
1920,Currituck County,county,37053
1921,Dare County,county,37055
1922,Davidson County,county,37057
1923,Davie County,county,37059
1924,Duplin County,county,37061
1925,Durham County,county,37063
1926,Edgecombe County,county,37065
1927,Forsyth County,county,37067
1928,Franklin County,county,37069
1929,Gaston County,county,37071
1930,Gates County,county,37073
1931,Graham County,county,37075
1932,Granville County,county,37077
1933,Greene County,county,37079
1934,Guilford County,county,37081
1935,Halifax County,county,37083
1936,Harnett County,county,37085
1937,Haywood County,county,37087
1938,Henderson County,county,37089
1939,Hertford County,county,37091
1940,Hoke County,county,37093
1941,Hyde County,county,37095
1942,Iredell County,county,37097
1943,Jackson County,county,37099
1944,Johnston County,county,37101
1945,Jones County,county,37103
1946,Lee County,county,37105
1947,Lenoir County,county,37107
1948,Lincoln County,county,37109
1949,McDowell County,county,37111
1950,Macon County,county,37113
1951,Madison County,county,37115
1952,Martin County,county,37117
1953,Mecklenburg County,county,37119
1954,Mitchell County,county,37121
1955,Montgomery County,county,37123
1956,Moore County,county,37125
1957,Nash County,county,37127
1958,New Hanover County,county,37129
1959,Northampton County,county,37131
1960,Onslow County,county,37133
1961,Orange County,county,37135
1962,Pamlico County,county,37137
1963,Pasquotank County,county,37139
1964,Pender County,county,37141
1965,Perquimans County,county,37143
1966,Person County,county,37145
1967,Pitt County,county,37147
1968,Polk County,county,37149
1969,Randolph County,county,37151
1970,Richmond County,county,37153
1971,Robeson County,county,37155
1972,Rockingham County,county,37157
1973,Rowan County,county,37159
1974,Rutherford County,county,37161
1975,Sampson County,county,37163
1976,Scotland County,county,37165
1977,Stanly County,county,37167
1978,Stokes County,county,37169
1979,Surry County,county,37171
1980,Swain County,county,37173
1981,Transylvania County,county,37175
1982,Tyrrell County,county,37177
1983,Union County,county,37179
1984,Vance County,county,37181
1985,Wake County,county,37183
1986,Warren County,county,37185
1987,Washington County,county,37187
1988,Watauga County,county,37189
1989,Wayne County,county,37191
1990,Wilkes County,county,37193
1991,Wilson County,county,37195
1992,Yadkin County,county,37197
1993,Yancey County,county,37199
1994,Adams County,county,38001
1995,Barnes County,county,38003
1996,Benson County,county,38005
1997,Billings County,county,38007
1998,Bottineau County,county,38009
1999,Bowman County,county,38011
2000,Burke County,county,38013
2001,Burleigh County,county,38015
2002,Cass County,county,38017
2003,Cavalier County,county,38019
2004,Dickey County,county,38021
2005,Divide County,county,38023
2006,Dunn County,county,38025
2007,Eddy County,county,38027
2008,Emmons County,county,38029
2009,Foster County,county,38031
2010,Golden Valley County,county,38033
2011,Grand Forks County,county,38035
2012,Grant County,county,38037
2013,Griggs County,county,38039
2014,Hettinger County,county,38041
2015,Kidder County,county,38043
2016,LaMoure County,county,38045
2017,Logan County,county,38047
2018,McHenry County,county,38049
2019,McIntosh County,county,38051
2020,McKenzie County,county,38053
2021,McLean County,county,38055
2022,Mercer County,county,38057
2023,Morton County,county,38059
2024,Mountrail County,county,38061
2025,Nelson County,county,38063
2026,Oliver County,county,38065
2027,Pembina County,county,38067
2028,Pierce County,county,38069
2029,Ramsey County,county,38071
2030,Ransom County,county,38073
2031,Renville County,county,38075
2032,Richland County,county,38077
2033,Rolette County,county,38079
2034,Sargent County,county,38081
2035,Sheridan County,county,38083
2036,Sioux County,county,38085
2037,Slope County,county,38087
2038,Stark County,county,38089
2039,Steele County,county,38091
2040,Stutsman County,county,38093
2041,Towner County,county,38095
2042,Traill County,county,38097
2043,Walsh County,county,38099
2044,Ward County,county,38101
2045,Wells County,county,38103
2046,Williams County,county,38105
2047,Adams County,county,39001
2048,Allen County,county,39003
2049,Ashland County,county,39005
2050,Ashtabula County,county,39007
2051,Athens County,county,39009
2052,Auglaize County,county,39011
2053,Belmont County,county,39013
2054,Brown County,county,39015
2055,Butler County,county,39017
2056,Carroll County,county,39019
2057,Champaign County,county,39021
2058,Clark County,county,39023
2059,Clermont County,county,39025
2060,Clinton County,county,39027
2061,Columbiana County,county,39029
2062,Coshocton County,county,39031
2063,Crawford County,county,39033
2064,Cuyahoga County,county,39035
2065,Darke County,county,39037
2066,Defiance County,county,39039
2067,Delaware County,county,39041
2068,Erie County,county,39043
2069,Fairfield County,county,39045
